Stress,ECG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC
0,109.1394195728125,71.56603773584905,5.678940292405131,2.5495097567963922,2.567049588485503,0.07935244806155338,0.03562457609022114,71.0,5.9304,0.08352676056338028,6.0,67.0,76.6,0.0,0.0,61.0,87.0,2.409090909090909,0.0,1.815178171660235,7.760994245211636,0.23388474650398824,44.25746090762244,4.275610166749151,2.3529566043826757,132.73194359563408,0.4716981132075472,0.46153846153846156,0.7222222222222222,0.15384615384615385,44.680851063829785,44.0442452262673,45.269788494024375,61.53846153846154,0.5384615384615384,0.4615384615384615,1.335782065117733,1.2366938848016844,0.40679726032146873,0.5932027396785314,4.950013360176325,5.977491063003275,0.4136630595233422,0.5863369404766576,3.6253928057118388,4.316237433980544,1.5285911168920634,1.052231602164822,1.7480832835425937,1.9730136670686695,0.05013676412106882,-0.7767299272464276,-0.28623490963081466,0.0009598056080278825,0.10381042133810517,0.43053950577603084,0.6931471805599453,3.9410671639172055,0.7493434211358433,0.5198603854199589,0.661085198452036,0.828302216596,1.3114465753918674,1.4340214938940157,1.812050208390676,0.5403698542040754
0,105.95864131082094,73.98076923076923,21.013991962980548,9.965627200040952,10.064614775948224,0.2840466810696617,0.13470564450276307,64.0,7.412999999999999,0.11582812499999999,19.25,59.0,93.80000000000001,1.9230769230769231,3.8461538461538463,56.0,124.0,2.1666666666666665,0.0,7.116757358103312,28.988361423840697,0.2455039542956135,648.1204116398634,4.0732541472464066,3.5186258091235794,472.30785356614746,0.46153846153846156,0.4,0.75,0.25,49.32735426008968,48.111070552283905,50.4253592318871,70.0,0.7956564659427442,0.20434353405725575,6.348228099241551,3.2171415884290826,0.4507243878142802,0.5492756121857197,19.461629309456605,21.48418215014281,0.47033302760191853,0.5296669723980814,14.475065032301243,15.360990896757198,1.6643481608662505,1.4773945529901695,2.436637296316284,1.8222297567630323,1.0738691648712853,1.2584487586345383,-0.9158723465642424,0.00934832645780365,0.3930101342937364,0.3198384238742389,0.2113090936672069,4.587472353123262,0.41182189899055754,0.2894628447794962,0.28158546450888894,0.2811695367432614,0.8449784716996716,1.1800816601785873,1.4651654565819312,0.5481192036674126
0,111.33156001698997,70.2909090909091,15.025500210164605,8.200045166993945,8.276008281036502,0.21376164292784613,0.11665868706276952,67.0,10.3782,0.15489850746268657,11.5,58.8,79.20000000000002,0.0,5.454545454545454,55.0,109.0,2.2916666666666665,0.0,5.852021576676933,20.514831606987,0.2852580849205623,377.15836804598536,3.5055973971026155,3.283493857850634,287.66696113380834,0.6,0.5476190476190477,0.8260869565217391,0.2,51.72413793103448,51.739586437604565,51.79449740857478,61.904761904761905,0.7317543376480309,0.2682456623519692,5.006599418352646,3.0312834320272692,0.43974241826663985,0.5602575817333603,13.60401608221761,15.355424523529052,0.4617211025311086,0.5382788974688913,10.250251004270199,11.067469031876268,1.4445753682329456,1.2021283637489333,1.9353072695157234,1.443657806129509,1.0429727226156231,1.4008385618781585,-0.9089824998829297,0.004236627272374327,0.20785456480247017,0.327826374425241,0.3074846997479609,4.38147392334846,0.48258849298957657,0.32761879605858224,0.24888948950044165,0.24799927315085868,0.979938593126905,1.3683504953016838,1.507512679216552,0.6306937869299629
0,121.97238903127995,64.06666666666666,16.11386040572343,7.576726183584633,7.6412856284095705,0.25151707188954364,0.11826315583118574,58.0,4.4478,0.07668620689655173,5.0,56.0,62.2,1.6666666666666667,1.6666666666666667,53.0,114.0,1.3043478260869565,0.0,5.403204884831716,22.334867107731956,0.2419179330134101,379.1269712210086,4.133633201737746,3.2857547913436327,369.2965929316845,0.65,0.6585365853658536,0.8888888888888888,0.36363636363636365,51.515151515151494,50.84718054731231,52.170174092353086,63.41463414634146,0.8063182757602597,0.19368172423974014,4.852123601916573,2.37806064131954,0.46196101003466505,0.5380389899653351,15.180498522418716,16.38287988513893,0.4810022787346294,0.5189977212653708,11.269220000457722,11.705851650877069,1.635676575024608,1.4195574340396768,0.34476009850090206,1.0545388155207405,1.0,-1.716106977174669,0.0,0.015282902255029944,0.5111236708364635,0.17619406118160263,0.17155173460989906,3.7454265871243133,0.3018505628452272,0.3526581517546702,0.2964682501746029,0.2893417652482254,0.7069508261903192,1.1722118249516935,1.3950621513991257,0.39379270637390124
0,121.10211202035681,64.37288135593221,7.631374226777847,2.603048610565219,2.5542510501323554,0.11854952063714928,0.04043703739424642,63.0,5.9304,0.09413333333333333,8.5,58.6,69.0,0.0,0.0,54.0,90.0,2.269230769230769,0.0,1.8061282384014485,10.097954906065707,0.17886079460669124,57.29699986578195,5.590940162146578,2.4651019923856032,225.82824655947135,0.6271186440677966,0.5945945945945946,0.8181818181818182,0.125,25.352112676056343,26.55929696308591,23.95013321404835,70.27027027027027,0.09669211195928754,0.9033078880407125,0.5773502691896257,1.7646628821730506,0.3163465661035257,0.6836534338964744,5.679563889133855,8.349326159288735,0.3091633170188431,0.6908366829811571,4.036754841706802,6.034288789986044,1.215657246803023,1.593198080627486,1.86713088522826,1.1674241666410792,0.9979762251757354,1.6874654641005826,-0.9391837569322197,0.004735705955179627,0.31304410453475456,0.42095868884202625,0.4715085204251558,4.195765296220647,0.415414104267381,0.4104491690583507,0.4407577176032113,0.45861698718405003,1.1214421779828851,1.3958415083996207,1.2008590008556363,0.4985290719798171
0,114.6256565867037,68.21052631578948,14.613761667523798,6.34428877022476,6.400791347179649,0.21424496271832727,0.09301040635360373,62.0,8.8956,0.1434774193548387,23.0,56.0,81.80000000000001,0.0,3.508771929824561,53.0,107.0,2.111111111111111,0.0,4.526042966550907,20.25371538787358,0.2234672937717277,287.98724154260077,4.474927776328209,3.166343357962752,362.5356542521662,0.5964912280701754,0.5714285714285714,0.875,0.5555555555555556,51.70454545454546,51.93046131313044,51.47624325171852,61.904761904761905,0.6393078970718723,0.36069210292812787,3.619392214170771,2.718622645920005,0.49240303693090337,0.5075969630690966,14.21232284300114,14.429929536186064,0.4993920940566723,0.5006079059433278,10.370393449471722,10.383009571174535,1.647072372930483,1.2576972882917143,0.577902369688672,1.2067510138345292,1.0,-1.3184150464782802,0.0,0.02056293251296318,0.5632519613655985,0.27517988038633234,0.26175838744198937,4.571203225377135,0.4952606408639679,0.26416576876579057,0.3138424271974579,0.34765033090872777,0.8822946491733185,1.2003751437715888,1.4344946071110456,0.613988422543657
0,126.25973311911191,61.75806451612903,4.463643604195751,1.5203537120802073,1.5285980576521494,0.07227628714028116,0.02461789766230683,61.0,2.9652,0.048609836065573765,3.0,59.0,64.0,0.0,0.0,54.0,75.0,1.5121951219512195,0.0,1.0808820522744198,6.1898912832424315,0.17462052285161053,21.0189588322228,5.726703732583498,2.029581309540821,141.79069406412196,0.6935483870967742,0.7857142857142857,0.9696969696969697,0.3076923076923077,44.61538461538461,44.100750389777026,45.11270666962106,54.761904761904766,0.4184397163120565,0.5815602836879431,0.7011894655987542,0.8266397845091495,0.5105933060343093,0.4894066939656907,4.423037074790756,4.330299889544266,0.5078513171210853,0.49214868287891467,3.1666167775435214,3.117276893918827,1.5747838604594664,0.8102890456887852,0.7644948147706812,1.1696393376150738,0.933214902827382,-1.0276845143025544,0.0,0.0022834847888270333,0.11216884725840648,0.3883169861183342,1.0986122886681096,3.7177913629814228,0.6095353381075592,1.0225663670928422,1.034092960428115,1.1072982888579452,1.321615482988707,1.311595643374149,1.5961187173075768,0.8643188192497077
0,113.44501991334386,68.98214285714286,8.941204050357529,3.3439225741362764,3.374293790685481,0.12961621196479978,0.048475191341349075,67.0,11.119499999999999,0.16596268656716415,14.0,61.0,77.0,0.0,0.0,54.0,89.0,3.2941176470588234,31.25,2.3859860211093644,12.256380184167558,0.19467297727852087,91.8713274646472,5.13681977837781,2.6701501015782108,251.8352645653991,0.5178571428571429,0.42857142857142855,0.6111111111111112,0.15384615384615385,51.19999999999998,51.54011039777971,50.93629106721443,57.14285714285714,0.6308943089430894,0.3691056910569103,1.8954135676924424,1.4497764834110984,0.4672850040243295,0.5327149959756706,8.378246735771924,8.945604331367573,0.473260530804059,0.526739469195941,6.07402712201985,6.408029677882045,1.6382986202206318,0.9447581565625232,1.8538379556422724,1.7368035224268068,0.623249414878714,0.5064911649535775,-0.6238776637200912,0.00024052337270841424,0.05834004442760708,0.48855486998146747,1.0586069540544105,4.4987082700014565,0.7110979148031338,0.0,0.0,0.0,1.409710238974457,1.378100137293878,1.4655430081829404,0.5185138323265718
0,107.89387796771449,72.96153846153847,21.836254741052525,7.398993042246741,7.472511717792687,0.2992844613955538,0.10140949873400909,59.5,8.1543,0.1370470588235294,42.25,55.0,99.80000000000001,0.0,1.9230769230769231,53.0,114.0,2.6,0.0,5.283863708147146,30.52211027577016,0.1731159366245301,506.659320939494,5.776475693100935,3.4116861466765664,705.2409124405305,0.46153846153846156,0.42857142857142855,0.7333333333333333,0.3333333333333333,49.411764705882355,48.51317881218146,50.098137490342864,68.57142857142857,0.7335243553008596,0.26647564469914037,4.525483399593904,2.7276363393971708,0.4376815853228306,0.5623184146771695,20.19266752083721,22.88788749708457,0.4462899904519335,0.5537100095480664,14.632563370904533,16.298702311521616,1.6630725405141793,0.6568535042787618,1.0781313125490035,1.4065580646883844,1.0,-0.8186813207018462,0.0,0.00407112629514683,0.13841687073803416,0.2545315430159527,0.1114395617342085,4.29349242085782,0.4021065678238868,0.14229891439146697,0.13944265952274182,0.13991085199808193,0.6646752325382432,1.1661334209832122,1.3764630291476734,0.43849536293393016
0,119.72706128292602,65.28813559322033,9.37173087361691,4.222272635311054,4.256875865645038,0.14354416447128707,0.06467136175580275,63.0,5.9304,0.09413333333333333,8.5,59.0,71.4,0.0,1.694915254237288,54.0,96.0,2.4583333333333335,0.0,3.0100657912669604,12.931084492744592,0.23277752093846857,122.2815148541097,4.295947460770217,2.7943309201982567,222.20503836644505,0.4576271186440678,0.4444444444444444,0.75,0.2727272727272727,53.703703703703674,54.37201432075661,53.145284198299805,60.0,0.7292069632495166,0.2707930367504836,2.571776640324602,1.5672078199387574,0.43437050373848174,0.5656294962615183,8.522462769321033,9.725254469885945,0.449540523359372,0.550459476640628,6.2946964478909715,6.96551200038137,1.4924776552164447,1.2882602627173139,2.0757121402941063,1.4650772150072742,0.91151625332461,1.2668901920790923,-0.9739996590431396,0.004264983904594104,0.22972796392809305,0.5028901806585337,0.6561059088795962,4.344591042849908,0.44342513946781814,0.42143133151518863,0.5071471851590876,0.5363289333006208,1.1308421582901056,1.2792425562159626,1.3031024537963833,0.3988232575838537
